MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1930125	Pdcd1lg2	programmed cell death 1 ligand 2	19		negative regulation of T cell proliferation			IDA		J:67842 J:114496 	
MGI:1930125	Pdcd1lg2	programmed cell death 1 ligand 2	19		positive regulation of T cell proliferation			IBA	PTN002402215 	J:265628 	
MGI:1930125	Pdcd1lg2	programmed cell death 1 ligand 2	19		positive regulation of T cell proliferation			IDA		J:68616 	
MGI:1930125	Pdcd1lg2	programmed cell death 1 ligand 2	19		T cell costimulation			IBA	PTN002402215 	J:265628 	
MGI:2651499	Pde5a	phosphodiesterase 5A, cGMP-specific	3		negative regulation of T cell proliferation	regulates the proliferation of T cell		IMP		J:124590 	
MGI:1914495	Peli1	pellino 1	11		negative regulation of T cell activation	regulates a function/process that happens in T cell		IMP	MGI:4361448 	J:176455 	
MGI:1914495	Peli1	pellino 1	11		negative regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:4361448 	J:176455 	
MGI:2144613	Pik3r6	phosphoinositide-3-kinase regulatory subunit 5	11		positive regulation of T cell differentiation			IMP		J:110820 	
MGI:1201409	Pknox1	Pbx/knotted 1 homeobox	17		T cell differentiation	happens in thymus,results in the differentiation of T cell		IMP	MGI:3530910 	J:103769 	
MGI:104642	Pla2g2a	phospholipase A2, group IIA (platelets, synovial fluid)	4	NOT	negative regulation of T cell proliferation			IDA		J:150812 	
MGI:1341796	Pla2g2d	phospholipase A2, group IID	4		CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			IDA		J:150812 	
MGI:1341796	Pla2g2d	phospholipase A2, group IID	4		negative regulation of T cell activation			IDA		J:150812 	
MGI:1341796	Pla2g2d	phospholipase A2, group IID	4		negative regulation of T cell proliferation			IBA	PTN000196980 	J:265628 	
MGI:1341796	Pla2g2d	phospholipase A2, group IID	4		negative regulation of T cell proliferation			IDA		J:150812 	
MGI:1349661	Pla2g2f	phospholipase A2, group IIF	4		negative regulation of T cell proliferation			IBA	PTN000196980 	J:265628 	
MGI:1349661	Pla2g2f	phospholipase A2, group IIF	4		negative regulation of T cell proliferation			IDA		J:117280 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of alpha-beta T cell differentiation	regulates the differentiation of immature alpha-beta T cell		IMP	MGI:2386195 	J:62870 J:114541 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of alpha-beta T cell differentiation	happens in thymus,regulates the differentiation of immature alpha-beta T cell		IMP	MGI:3777967 MGI:3777968 MGI:3777975 	J:39328 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of alpha-beta T cell differentiation			ISO	P00491 	J:73065 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:2386195 	J:114541 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:3777967 MGI:3777968 MGI:3777975 	J:39328 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of T cell proliferation			ISO	P00491 	J:73065 	
MGI:107163	Ppp3cb	protein phosphatase 3, catalytic subunit, beta isoform	14		T cell differentiation			IMP	MGI:2181294 	J:77729 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		regulation of extrathymic T cell differentiation			IMP		J:232474 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		regulation of NK T cell differentiation			IMP		J:232474 	
MGI:109486	Prdx2	peroxiredoxin 2	8		negative regulation of T cell differentiation			IMP	MGI:2668456 	J:136791 	
MGI:109486	Prdx2	peroxiredoxin 2	8		T cell proliferation	happens in thymus,affects a population of T cell		IMP	MGI:2668456 	J:91748 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		regulation of T cell differentiation			ISO	Q9Y255 	J:164563 	
MGI:3040696	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	2		T cell differentiation			IGI	MGI:98923 	J:168922 	
MGI:104878	Prkar1a	protein kinase, cAMP dependent regulatory, type I, alpha	11		negative regulation of activated T cell proliferation			ISO	P10644 	J:164563 	
MGI:97601	Prkcq	protein kinase C, theta	2		positive regulation of T cell activation	regulates a function/process that happens in CD4-positive, alpha-beta T cell		IMP	MGI:2664379 	J:89322 	
MGI:97601	Prkcq	protein kinase C, theta	2		positive regulation of T cell activation			IMP		J:83733 	
MGI:97601	Prkcq	protein kinase C, theta	2		positive regulation of T cell proliferation	regulates the proliferation of CD4-positive, alpha-beta T cell		IMP	MGI:2664379 	J:89322 	
MGI:97601	Prkcq	protein kinase C, theta	2		positive regulation of T-helper 2 cell activation			IMP		J:100165 	
MGI:97602	Prkcz	protein kinase C, zeta	4		positive regulation of T-helper 2 cell differentiation			IMP		J:99860 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		T cell differentiation in thymus	results in the differentiation of T cell		IMP	MGI:2383951 	J:50222 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1857113 	J:31364 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		T cell receptor V(D)J recombination	happens in thymus		IMP	MGI:2383951 	J:50222 	
MGI:97769	Prnp	prion protein	2		negative regulation of activated T cell proliferation			IMP		J:169942 	
MGI:3487246	Prr7	proline rich 7 (synaptic)	13		alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD4-positive, alpha-beta thymocyte		IMP	MGI:4399196 	J:237776 	
MGI:3487246	Prr7	proline rich 7 (synaptic)	13		T cell differentiation in thymus	happens in thymus,results in the differentiation of CD4-positive, alpha-beta thymocyte		IMP	MGI:4399196 	J:237776 	
MGI:97783	Psap	prosaposin	10		NK T cell differentiation			IMP	MGI:1888378 	J:90443 	
MGI:1202717	Psen1	presenilin 1	12		T cell activation involved in immune response			IGI	MGI:109284 	J:126088 	
MGI:109284	Psen2	presenilin 2	1		T cell activation involved in immune response			IGI	MGI:1202717 	J:126088 	
MGI:1096380	Psmb10	proteasome (prosome, macropain) subunit, beta type 10	8		T cell proliferation			IMP	MGI:3723600 	J:91605 	
MGI:1921152	Psmb11	proteasome (prosome, macropain) subunit, beta type, 11	14		CD8-positive, alpha-beta T cell differentiation	happens near thymus		IMP	MGI:3716870 	J:121869 	
MGI:1921152	Psmb11	proteasome (prosome, macropain) subunit, beta type, 11	14		CD8-positive, alpha-beta T cell differentiation	happens in spleen		IMP		J:285040 	
MGI:1921152	Psmb11	proteasome (prosome, macropain) subunit, beta type, 11	14		T cell differentiation in thymus			IMP		J:285040 	
MGI:104311	Ptger4	prostaglandin E receptor 4 (subtype EP4)	15		T-helper cell differentiation			IDA		J:151236 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		negative regulation of positive thymic T cell selection			IMP		J:184426 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		T cell differentiation			IMP		J:42595 	
MGI:96055	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	6		negative regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:1856073 MGI:1856074 	J:35279 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		negative regulation of T cell activation			IBA	PTN000440270 	J:265628 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		negative regulation of T cell activation			IMP		J:170289 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		negative regulation of T cell activation			ISO	Q9Y2R2 	J:164563 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of CD8-positive, alpha-beta T cell proliferation			IBA	PTN000440270 	J:265628 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of CD8-positive, alpha-beta T cell proliferation	happens at the same time as positive regulation of defense response to virus by host		IMP		J:208241 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		T cell differentiation			IBA	PTN000440270 	J:265628 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		T cell differentiation			IMP	MGI:3043469 	J:90029 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		negative thymic T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:1857277 	J:33466 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of alpha-beta T cell proliferation	regulates the proliferation of mature alpha-beta T cell		IMP	MGI:2181288 	J:25537 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of gamma-delta T cell differentiation	regulates the differentiation of immature gamma-delta T cell		IMP	MGI:2181288 	J:22470 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of T cell differentiation			IMP	MGI:1857277 	J:33466 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of T cell proliferation			IMP		J:13163 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive thymic T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:1857277 	J:33466 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		T cell differentiation	happens in large intestine|happens in small intestine		IMP		J:94797 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		T cell differentiation			IMP		J:13163 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		T cell proliferation			IMP	MGI:1857277 	J:84808 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		positive regulation of activated T cell proliferation			IMP		J:176441 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		positive regulation of T cell activation			ISO	Q9ULZ3 	J:164563 	
MGI:1861441	Rab27a	RAB27A, member RAS oncogene family	9		cytotoxic T cell degranulation			IMP	MGI:1856656 	J:111253 	
MGI:2385107	Rab29	RAB29, member RAS oncogene family	1		T cell activation			ISO	O14966 	J:164563 	
MGI:1914907	Rabl3	RAB, member RAS oncogene family-like 3	16		T cell differentiation in thymus			IMP		J:287198 	
MGI:97846	Rac2	Rac family small GTPase 2	15		regulation of T cell proliferation			IMP		J:119437 	
MGI:97848	Rag1	recombination activating 1	2		positive regulation of T cell differentiation			IMP		J:1934 	
MGI:97848	Rag1	recombination activating 1	2		regulation of T cell differentiation			IGI	MGI:1353616 	J:140121 	
MGI:97848	Rag1	recombination activating 1	2		T cell differentiation in thymus	happens in thymus		IMP	MGI:2448994 	J:41239 	
MGI:97848	Rag1	recombination activating 1	2		T cell differentiation in thymus			IMP		J:1934 	
MGI:97849	Rag2	recombination activating gene 2	2		negative regulation of T cell differentiation in thymus			ISO	RGD:1305588 	J:155856 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell differentiation	results in the differentiation of T cell		IMP	MGI:1858556 	J:76489 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell differentiation			IMP	MGI:1858556 	J:121045 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell differentiation in thymus	results in the differentiation of DN2 thymocyte		IMP	MGI:1858556 	J:65218 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell differentiation in thymus			IMP		J:1934 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1858556 	J:31364 	
MGI:97856	Rara	retinoic acid receptor, alpha	11		positive regulation of T-helper 2 cell differentiation			ISO	P10276 	J:164563 	
MGI:2444128	Rasal3	RAS protein activator like 3	17		positive regulation of NK T cell proliferation			ISO	Q86YV0 	J:164563 	
MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	2		positive regulation of T cell differentiation in thymus			IMP		J:65115 	
MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	2		T cell activation			ISO	O95267 	J:164563 	
MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	2		T cell proliferation			ISO	O95267 	J:164563 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of activated T cell proliferation			IMP		J:175161 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of T-helper cell differentiation			IMP	MGI:3581675 	J:98938 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		regulation of T cell activation			IEA	IPR032671 	J:72247 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		regulation of T cell proliferation			IEA	IPR032671 	J:72247 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		T cell proliferation			IGI	MGI:2442789 	J:196136 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		T follicular helper cell differentiation			IGI	MGI:2442789 	J:196136 	
MGI:2442789	Rc3h2	ring finger and CCCH-type zinc finger domains 2	2		negative regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:2442789	Rc3h2	ring finger and CCCH-type zinc finger domains 2	2		T cell proliferation			IGI	MGI:2685397 	J:196136 	
MGI:2442789	Rc3h2	ring finger and CCCH-type zinc finger domains 2	2		T follicular helper cell differentiation			IGI	MGI:2685397 	J:196136 	
MGI:103289	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	7		T-helper 1 cell differentiation	results in the differentiation of T-helper 1 cell		IMP	MGI:2179545 	J:107516 	
MGI:1096342	Rhoa	ras homolog family member A	9		alpha-beta T cell lineage commitment			IMP		J:221513 	
MGI:1096342	Rhoa	ras homolog family member A	9		beta selection			IMP		J:221513 	
MGI:1096342	Rhoa	ras homolog family member A	9		positive regulation of alpha-beta T cell differentiation			IMP		J:221513 	
MGI:1921984	Rhoh	ras homolog family member H	5		positive regulation of T cell differentiation			ISO	Q15669 	J:164563 	
MGI:1921984	Rhoh	ras homolog family member H	5		T cell differentiation			IDA		J:113565 J:143161 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of alpha-beta T cell proliferation	regulates the proliferation of CD4-positive, alpha-beta T cell		IMP	MGI:2446070 	J:75401 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of alpha-beta T cell proliferation	regulates the proliferation of CD4-positive, alpha-beta T cell		IMP	MGI:2660793 	J:75400 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of immature T cell proliferation	regulates the proliferation of thymocyte		IMP	MGI:2660793 	J:75400 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of T-helper 1 cell differentiation			IMP	MGI:2446070 	J:75401 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		T cell proliferation			IMP	MGI:2446070 	J:87716 	
MGI:2154952	Ripk3	receptor-interacting serine-threonine kinase 3	14		regulation of activated T cell proliferation			IGI	Q61160 	J:176448 	
MGI:2154952	Ripk3	receptor-interacting serine-threonine kinase 3	14		T cell differentiation in thymus			IGI	Q61160 	J:176448 	
MGI:2444879	Ripor2	RHO family interacting cell polarization regulator 2	13		negative regulation of establishment of T cell polarity			ISO	Q9Y4F9 	J:164563 	
MGI:2444879	Ripor2	RHO family interacting cell polarization regulator 2	13		negative regulation of T cell proliferation			ISO	Q9Y4F9 	J:164563 	
MGI:104661	Rora	RAR-related orphan receptor alpha	9		T-helper 17 cell differentiation			IMP		J:131020 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		alpha-beta T cell differentiation	happens in small intestine,results in the differentiation of mature alpha-beta T cell		IMP	MGI:3026635 	J:91566 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		regulation of gamma-delta T cell differentiation			IDA		J:174553 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T cell differentiation in thymus	happens in thymus,results in the differentiation of double-positive, alpha-beta thymocyte		IMP	MGI:3026635 	J:91566 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper 17 cell differentiation			IDA		J:141227 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper 17 cell differentiation			IMP		J:115922 J:131020 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper cell differentiation			IMP		J:87395 	
MGI:99262	Rpl22	ribosomal protein L22	4		alpha-beta T cell differentiation			IMP	MGI:3804429 	J:123569 	
MGI:1350917	Rps3	ribosomal protein S3	7		positive regulation of activated T cell proliferation			ISO	P23396 	J:164563 	
MGI:98159	Rps6	ribosomal protein S6	4		T cell differentiation in thymus			IGI	MGI:98834 	J:103921 	
MGI:98159	Rps6	ribosomal protein S6	4		T cell differentiation in thymus			IMP	MGI:2387471 	J:103921 	
MGI:98159	Rps6	ribosomal protein S6	4		T cell proliferation involved in immune response			IGI	MGI:98834 	J:103921 	
MGI:98159	Rps6	ribosomal protein S6	4		T cell proliferation involved in immune response			IMP	MGI:2387471 	J:103921 	
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		CD4-positive, alpha-beta T cell activation			IMP		J:148305 	
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		CD4-positive, alpha-beta T cell differentiation			IMP		J:148305 	
MGI:99852	Runx1	runt related transcription factor 1	16		negative regulation of CD4-positive, alpha-beta T cell differentiation			IDA		J:131081 	
MGI:99852	Runx1	runt related transcription factor 1	16		positive regulation of CD8-positive, alpha-beta T cell differentiation			IDA		J:131081 	
MGI:99829	Runx2	runt related transcription factor 2	17		T cell differentiation			IDA		J:22982 	
MGI:102672	Runx3	runt related transcription factor 3	4		negative regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:131081 	
MGI:102672	Runx3	runt related transcription factor 3	4		positive regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:131081 	
MGI:1309453	Sart1	squamous cell carcinoma antigen recognized by T cells 1	19		positive regulation of cytotoxic T cell differentiation			ISO	O43290 	J:164563 	
MGI:1921381	Sash3	SAM and SH3 domain containing 3	X		positive regulation of CD4-positive, alpha-beta T cell differentiation	regulates the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:3716944 	J:102171 	
MGI:1921381	Sash3	SAM and SH3 domain containing 3	X		positive regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:3716944 	J:102171 	
MGI:105084	Satb1	special AT-rich sequence binding protein 1	17		activated T cell proliferation	affects a population of CL:0000084		IMP	MGI:2386676 	J:98155 	
MGI:105084	Satb1	special AT-rich sequence binding protein 1	17		CD4-positive, alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:2386676 	J:61085 	
MGI:105084	Satb1	special AT-rich sequence binding protein 1	17		CD8-positive, alpha-beta T cell differentiation	happens in EMAPA:18768,results in the differentiation of CL:0000625		IMP	MGI:2386676 	J:61085 	
MGI:105084	Satb1	special AT-rich sequence binding protein 1	17		CD8-positive, alpha-beta T cell differentiation	happens in EMAPA:18768,results in the differentiation of CL:0000625|happens in EMAPA:18767,results in the differentiation of CL:0000625		IMP	MGI:2386676 	J:98155 	
MGI:105084	Satb1	special AT-rich sequence binding protein 1	17		T cell activation	has the participant EMAPA:18768,has the participant CL:0000624		IMP	MGI:2386676 	J:61085 	
MGI:2443685	Scart2	scavenger receptor family member expressed on T cells 2	7		gamma-delta T cell lineage commitment	happens in thymus		IDA		J:137854 	
MGI:98919	Scgb1a1	secretoglobin, family 1A, member 1 (uteroglobin)	19		negative regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:105523 	
MGI:2145950	Scrib	scribbled planar cell polarity	15		establishment of T cell polarity			IDA		J:145314 	
MGI:2145950	Scrib	scribbled planar cell polarity	15		negative regulation of activated T cell proliferation			IMP		J:145314 	
MGI:1349164	Sdc4	syndecan 4	2		negative regulation of T cell proliferation			ISO	P31431 	J:164563 	
MGI:1931466	Selenok	selenoprotein K	14		positive regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:4941878 	J:169169 	
MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	3		T cell differentiation involved in immune response			IMP		J:97027 	
MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	3		T-helper 1 cell differentiation			IMP		J:97027 	
MGI:109515	Sftpd	surfactant associated protein D	14		negative regulation of T cell proliferation			ISO	RGD:3667 	J:155856 	
MGI:893598	Sh2b3	SH2B adaptor protein 3	5		regulation of regulatory T cell differentiation			ISO	RGD:68411 	J:155856 	
MGI:1913066	Sh3rf1	SH3 domain containing ring finger 1	8		regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:261832 	
MGI:1913066	Sh3rf1	SH3 domain containing ring finger 1	8		regulation of CD8-positive, alpha-beta T cell proliferation			IMP		J:205863 	
MGI:98294	Shb	src homology 2 domain-containing transforming protein B	4		positive regulation of T-helper cell differentiation			IMP	MGI:3721903 	J:218575 	
MGI:98297	Shh	sonic hedgehog	5		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			IMP		J:145323 	
MGI:98297	Shh	sonic hedgehog	5		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			ISO	Q15465 	J:164563 	
MGI:98297	Shh	sonic hedgehog	5		negative regulation of alpha-beta T cell differentiation	happens in thymus primordium,regulates the differentiation of double-positive, alpha-beta thymocyte		IMP		J:64180 	
MGI:98297	Shh	sonic hedgehog	5		negative regulation of T cell proliferation	regulates a function/process that happens in thymus primordium,regulates the proliferation of pro-T cell		IMP		J:64180 	
MGI:98297	Shh	sonic hedgehog	5		negative thymic T cell selection			IMP		J:145323 	
MGI:98297	Shh	sonic hedgehog	5		positive regulation of alpha-beta T cell differentiation			IMP		J:88047 	
MGI:98297	Shh	sonic hedgehog	5		positive regulation of immature T cell proliferation in thymus			IMP		J:88047 J:148952 	
MGI:98297	Shh	sonic hedgehog	5		positive regulation of T cell differentiation in thymus			IMP		J:145997 	
MGI:98297	Shh	sonic hedgehog	5		positive thymic T cell selection			IMP		J:145323 	
MGI:98297	Shh	sonic hedgehog	5		T cell differentiation in thymus			IMP		J:148952 	
MGI:108563	Sirpa	signal-regulatory protein alpha	2		positive regulation of T cell activation			IBA	PTN000463164 	J:265628 	
MGI:2444824	Sirpb1a	signal-regulatory protein beta 1A	3		positive regulation of T cell activation			IBA	PTN000463164 	J:265628 	
MGI:3779828	Sirpb1b	signal-regulatory protein beta 1B	3		positive regulation of T cell activation			IBA	PTN000463164 	J:265628 	
MGI:3807521	Sirpb1c	signal-regulatory protein beta 1C	3		positive regulation of T cell activation			IBA	PTN000463164 	J:265628 	
MGI:1889342	Sit1	suppression inducing transmembrane adaptor 1	4		regulation of T cell activation			IBA	PTN000401073 	J:265628 	
MGI:1889342	Sit1	suppression inducing transmembrane adaptor 1	4		regulation of T cell activation			ISO	Q9Y3P8 	J:164563 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		positive regulation of T cell differentiation	happens in thymus,regulates the differentiation of gamma-delta T cell|happens in thymus,regulates the differentiation of epithelial cell		IDA		J:169303 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		positive regulation of T cell differentiation in thymus			IMP		J:174553 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		positive thymic T cell selection	has the participant gamma-delta T cell|has the participant epithelial cell		IDA		J:169303 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		positive thymic T cell selection	has the participant thymus,has the participant epithelial cell|has the participant thymus,has the participant gamma-delta T cell		IMP		J:139711 	
MGI:3649629	Skint2	selection and upkeep of intraepithelial T cells 2	4		negative regulation of T cell activation	regulates a function/process that uses effector CD4-positive, alpha-beta T cell|regulates a function/process that uses effector CD8-positive, alpha-beta T cell	PR:A7XUX6	IDA		J:144282 	
MGI:1925049	Sla2	Src-like-adaptor 2	2		T cell activation			IDA		J:76785 J:76854 	
MGI:1925049	Sla2	Src-like-adaptor 2	2		T cell activation			ISO	Q9H6Q3 	J:164563 	
MGI:1351314	Slamf1	signaling lymphocytic activation molecule family member 1	1		positive regulation of activated T cell proliferation			IDA		J:227465 	
MGI:1353620	Slamf6	SLAM family member 6	1		T cell activation			IBA	PTN001382715 	J:265628 	
MGI:1353620	Slamf6	SLAM family member 6	1		T-helper 17 cell lineage commitment			IBA	PTN000249566 	J:265628 	
MGI:1353620	Slamf6	SLAM family member 6	1		T-helper 17 cell lineage commitment			ISO	Q96DU3 	J:164563 	
MGI:1922595	Slamf7	SLAM family member 7	1		T cell activation			IBA	PTN001382715 	J:265628 	
MGI:1923692	Slamf9	SLAM family member 9	1		T cell activation			IBA	PTN001382715 	J:265628 	
MGI:109393	Slc4a1	solute carrier family 4 (anion exchanger), member 1	11		positive regulation of T cell proliferation			ISO	RGD:3710 	J:155856 	
MGI:88117	Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	5		positive regulation of T cell proliferation			ISO	P30825 	J:164563 	
MGI:1345275	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	1		T cell proliferation involved in immune response			IMP	MGI:1857755 	J:39456 	
MGI:1353616	Slc46a2	solute carrier family 46, member 2	4		regulation of T cell differentiation			IGI	MGI:97848 	J:140121 	
MGI:1313259	Slfn1	schlafen 1	11		negative regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:138087 	
MGI:1201674	Smad3	SMAD family member 3	9		T cell activation			IMP		J:53510 	
MGI:1100518	Smad7	SMAD family member 7	18		negative regulation of T-helper 17 cell differentiation	happens in CD4-positive helper T cell		IMP		J:220376 	
MGI:1354910	Socs1	suppressor of cytokine signaling 1	16		negative regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:258710 	
MGI:1354910	Socs1	suppressor of cytokine signaling 1	16		positive regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:258710 	
MGI:1354910	Socs1	suppressor of cytokine signaling 1	16		positive regulation of regulatory T cell differentiation			ISO	O15524 	J:164563 	
MGI:2385459	Socs5	suppressor of cytokine signaling 5	17		negative regulation of T-helper 2 cell differentiation			IDA		J:113957 	
MGI:2385459	Socs5	suppressor of cytokine signaling 5	17		positive regulation of T-helper 1 cell differentiation			IDA		J:113957 	
MGI:1924885	Socs6	suppressor of cytokine signaling 6	18		negative regulation of T cell activation			IDA		J:165958 	
MGI:98354	Sos1	SOS Ras/Rac guanine nucleotide exchange factor 1	17		regulation of T cell differentiation in thymus			IGI	MGI:98355 	J:206090 	
MGI:98354	Sos1	SOS Ras/Rac guanine nucleotide exchange factor 1	17		regulation of T cell proliferation			IGI	MGI:98355 	J:206090 	
MGI:98355	Sos2	SOS Ras/Rho guanine nucleotide exchange factor 2	12		regulation of T cell differentiation in thymus			IGI	MGI:98354 	J:206090 	
MGI:98355	Sos2	SOS Ras/Rho guanine nucleotide exchange factor 2	12		regulation of T cell proliferation			IGI	MGI:98354 	J:206090 	
MGI:98366	Sox4	SRY (sex determining region Y)-box 4	13		positive regulation of gamma-delta T cell differentiation			IMP		J:196163 	
MGI:98366	Sox4	SRY (sex determining region Y)-box 4	13		T cell differentiation			IMP		J:140312 	
MGI:98360	Sox12	SRY (sex determining region Y)-box 12	2		positive regulation of regulatory T cell differentiation			IMP		J:270234 	
